score_difs,chance_winning
-79.56,3.065552082992916e-14
-79.55,3.0793964949237886e-14
-79.54,3.0932409068546606e-14
-79.53,3.1070853187855333e-14
-79.52,3.120929730716405e-14
-79.51,3.134989873263095e-14
-79.5,3.1490559110577335e-14
-79.49,3.1631219488523694e-14
-79.48,3.177187986647008e-14
-79.47,3.1914026849374786e-14
-79.46,3.205693608135339e-14
-79.45,3.2199845313331974e-14
-79.44,3.234275454531058e-14
-79.43,3.248645949614119e-14
-79.42,3.2631650686398194e-14
-79.41,3.277684187665524e-14
-79.4,3.292203306691221e-14
-79.39,3.306730842849413e-14
-79.38,3.321481519851851e-14
-79.37,3.336232196854292e-14
-79.36,3.350982873856731e-14
-79.35,3.365733550859176e-14
-79.34,3.380654348099039e-14
-79.33,3.395639997805064e-14
-79.32,3.410625647511087e-14
-79.31,3.425611297217111e-14
-79.3,3.4406951011101326e-14
-79.29,3.45591919169303e-14
-79.28,3.4711432822759235e-14
-79.27,3.48636737285882e-14
-79.26,3.501615490405407e-14
-79.25,3.517081544368491e-14
-79.24,3.5325475983315775e-14
-79.23,3.548013652294663e-14
-79.22,3.56347970625775e-14
-79.21,3.579138988799349e-14
-79.2,3.594850583874929e-14
-79.19,3.6105621789505105e-14
-79.18,3.6262737740260883e-14
-79.17,3.642103627551195e-14
-79.16,3.6580643976151534e-14
-79.15,3.6740251676791174e-14
-79.14,3.6899859377430796e-14
-79.13,3.7059877353055845e-14
-79.12,3.722201371307939e-14
-79.11,3.738415007310289e-14
-79.1,3.7546286433126416e-14
-79.09,3.770842279314993e-14
-79.08,3.787274012328781e-14
-79.07,3.8037442632404103e-14
-79.06,3.8202145141520406e-14
-79.05,3.836684765063672e-14
-79.04,3.8532950062860577e-14
-79.03,3.870025680062008e-14
-79.02,3.886756353837961e-14
-79.01,3.90348702761391e-14
-79,3.9202772196743764e-14
-78.99,3.937272184233949e-14
-78.98,3.954267148793526e-14
-78.97,3.971262113353101e-14
-78.96,3.988257077912676e-14
-78.95,4.0054968867929606e-14
-78.94,4.022760071016951e-14
-78.93,4.040023255240945e-14
-78.92,4.057286439464936e-14
-78.91,4.0747130861070635e-14
-78.9,4.0922484808524335e-14
-78.89,4.1097838755978085e-14
-78.88,4.1273192703431816e-14
-78.87,4.144934270671699e-14
-78.86,4.162745929804027e-14
-78.85,4.180557588936351e-14
-78.84,4.198369248068679e-14
-78.83,4.216180907201002e-14
-78.82,4.2342661633931015e-14
-78.81,4.2523582048370897e-14
-78.8,4.2704502462810854e-14
-78.79,4.2885422877250736e-14
-78.78,4.306823124060177e-14
-78.77,4.325199730868645e-14
-78.76,4.3435763376771115e-14
-78.75,4.361952944485579e-14
-78.74,4.380430954111777e-14
-78.73,4.399096375553342e-14
-78.72,4.417761796994908e-14
-78.71,4.436427218436473e-14
-78.7,4.455103998713032e-14
-78.69,4.4740625513789584e-14
-78.68,4.4930211040448796e-14
-78.67,4.5119796567108e-14
-78.66,4.530938209376719e-14
-78.65,4.550112877857252e-14
-78.64,4.5693689467877073e-14
-78.63,4.588625015718158e-14
-78.62,4.607881084648611e-14
-78.61,4.6272621846301505e-14
-78.6,4.646820224460324e-14
-78.59,4.666378264290496e-14
-78.58,4.685936304120674e-14
-78.57,4.7055255146242265e-14
-78.56,4.7253900507506115e-14
-78.55,4.7452545868769857e-14
-78.54,4.7651191230033687e-14
-78.53,4.784983659129751e-14
-78.52,4.805093757021574e-14
-78.51,4.825269386788779e-14
-78.5,4.845445016555984e-14
-78.49,4.865620646323185e-14
-78.48,4.88594689558587e-14
-78.47,4.9064382894944176e-14
-78.46,4.926929683402961e-14
-78.45,4.947421077311513e-14
-78.44,4.967965243031389e-14
-78.43,4.988777145966791e-14
-78.42,5.009589048902198e-14
-78.41,5.030400951837601e-14
-78.4,5.051212854772994e-14
-78.39,5.07230203608237e-14
-78.38,5.093439268565943e-14
-78.37,5.1145765010495164e-14
-78.36,5.1357137335330886e-14
-78.35,5.15702927207361e-14
-78.34,5.178496731535405e-14
-78.33,5.199964190997193e-14
-78.32,5.22143165045898e-14
-78.31,5.242975402035428e-14
-78.3,5.2647780641096615e-14
-78.29,5.2865807261838936e-14
-78.28,5.3083833882581276e-14
-78.27,5.3301860503323604e-14
-78.26,5.3523001333299776e-14
-78.25,5.374443053173471e-14
-78.24,5.3965859730169676e-14
-78.23,5.418728892860463e-14
-78.22,5.44108005062028e-14
-78.21,5.463568364254203e-14
-78.2,5.4860566778881333e-14
-78.19,5.5085449915220627e-14
-78.18,5.5311351754847397e-14
-78.17,5.553974101160211e-14
-78.16,5.576813026835694e-14
-78.15,5.599651952511161e-14
-78.14,5.622490878186635e-14
-78.13,5.645677958851327e-14
-78.12,5.6688727984392335e-14
-78.11,5.692067638027146e-14
-78.1,5.71526247761505e-14
-78.09,5.738697889352433e-14
-78.08,5.762254029757945e-14
-78.07,5.785810170163464e-14
-78.06,5.80936631056898e-14
-78.05,5.833052105653128e-14
-78.04,5.85697502025542e-14
-78.03,5.880897934857708e-14
-78.02,5.904820849459993e-14
-78.01,5.928759085668819e-14
-78,5.953054335786352e-14
-77.99,5.977349585903886e-14
-77.98,6.00164483602142e-14
-77.97,6.025940086138952e-14
-77.96,6.050510812646096e-14
-77.95,6.075184049028083e-14
-77.94,6.099857285410065e-14
-77.93,6.124530521792049e-14
-77.92,6.14936356168406e-14
-77.91,6.174420526028447e-14
-77.9,6.199477490372841e-14
-77.89,6.224534454717232e-14
-77.88,6.249631972481959e-14
-77.87,6.275078498980576e-14
-77.86,6.300525025479199e-14
-77.85,6.325971551977816e-14
-77.84,6.351418078476435e-14
-77.83,6.377177734509343e-14
-77.82,6.403019751420587e-14
-77.81,6.42886176833184e-14
-77.8,6.454703785243087e-14
-77.79,6.480738288128277e-14
-77.78,6.506981819377962e-14
-77.77,6.533225350627648e-14
-77.76,6.559468881877331e-14
-77.75,6.585780508647591e-14
-77.74,6.612431675458396e-14
-77.73,6.63908284226919e-14
-77.72,6.66573400907999e-14
-77.71,6.692385175890796e-14
-77.7,6.719390065202076e-14
-77.69,6.746455087752186e-14
-77.68,6.773520110302298e-14
-77.67,6.80058513285241e-14
-77.66,6.827878038160696e-14
-77.65,6.855363237272219e-14
-77.64,6.882848436383732e-14
-77.63,6.910333635495244e-14
-77.62,6.937916952548452e-14
-77.61,6.96582875140601e-14
-77.6,6.99374055026357e-14
-77.59,7.021652349121131e-14
-77.58,7.0495641479787e-14
-77.57,7.077873405867138e-14
-77.56,7.106218331767446e-14
-77.55,7.134563257667751e-14
-77.54,7.162908183568066e-14
-77.53,7.191519296337182e-14
-77.52,7.220303982469947e-14
-77.51,7.249088668602712e-14
-77.5,7.277873354735481e-14
-77.49,7.306788843373843e-14
-77.48,7.336020030634752e-14
-77.47,7.365251217895663e-14
-77.46,7.394482405156573e-14
-77.45,7.42371359241749e-14
-77.44,7.453389336233348e-14
-77.43,7.483073875069664e-14
-77.42,7.512758413905982e-14
-77.41,7.5424429527423e-14
-77.4,7.572435096043754e-14
-77.39,7.602579948333153e-14
-77.38,7.632724800622567e-14
-77.37,7.662869652911971e-14
-77.36,7.693180848830538e-14
-77.35,7.72379308979385e-14
-77.34,7.754405330757157e-14
-77.33,7.785017571720475e-14
-77.32,7.815650480607416e-14
-77.31,7.846737300755823e-14
-77.3,7.877824120904222e-14
-77.29,7.908910941052618e-14
-77.28,7.939997761201021e-14
-77.27,7.971436937101294e-14
-77.26,8.003005644218715e-14
-77.25,8.03457435133614e-14
-77.24,8.066143058453558e-14
-77.23,8.09791671475841e-14
-77.22,8.129974735919758e-14
-77.21,8.162032757081111e-14
-77.2,8.194090778242467e-14
-77.19,8.226201715256414e-14
-77.18,8.258756598882307e-14
-77.17,8.291311482508194e-14
-77.16,8.323866366134073e-14
-77.15,8.356421249759956e-14
-77.14,8.389376809318399e-14
-77.13,8.422436227267055e-14
-77.12,8.455495645215704e-14
-77.11,8.488555063164363e-14
-77.1,8.521861322549553e-14
-77.09,8.555433072246659e-14
-77.08,8.58900482194377e-14
-77.07,8.622576571640873e-14
-77.06,8.65623647887153e-14
-77.05,8.690328485478694e-14
-77.04,8.724420492085859e-14
-77.03,8.758512498693016e-14
-77.02,8.792604505300184e-14
-77.01,8.827149328135874e-14
-77,8.86176964675843e-14
-76.99,8.896389965380965e-14
-76.98,8.931010284003519e-14
-76.97,8.965922860626614e-14
-76.96,9.001079678561514e-14
-76.95,9.036236496496424e-14
-76.94,9.071393314431318e-14
-76.93,9.106676748787618e-14
-76.92,9.14237838781228e-14
-76.91,9.178080026836947e-14
-76.9,9.213781665861608e-14
-76.89,9.24948330488627e-14
-76.88,9.285693988878866e-14
-76.87,9.321948907581572e-14
-76.86,9.358203826284259e-14
-76.85,9.394458744986955e-14
-76.84,9.43105511661622e-14
-76.83,9.467871912768984e-14
-76.82,9.504688708921742e-14
-76.81,9.541505505074511e-14
-76.8,9.578490832905796e-14
-76.79,9.615878245880537e-14
-76.78,9.653265658855276e-14
-76.77,9.690653071830006e-14
-76.76,9.728040484804744e-14
-76.75,9.765997546529294e-14
-76.74,9.803964459758005e-14
-76.73,9.8419313729867e-14
-76.72,9.879898286215405e-14
-76.71,9.918259897257212e-14
-76.7,9.9568153407371e-14
-76.69,9.995370784216973e-14
-76.68,1.003392622769685e-13
-76.67,1.0072695830442197e-13
-76.66,1.0111848983286582e-13
-76.65,1.0151002136130961e-13
-76.64,1.019015528897533e-13
-76.63,1.0229336335316691e-13
-76.62,1.0269096528352573e-13
-76.61,1.0308856721388466e-13
-76.6,1.0348616914424347e-13
-76.59,1.0388377107460239e-13
-76.58,1.0428589583513095e-13
-76.57,1.0468966301926277e-13
-76.56,1.050934302033946e-13
-76.55,1.0549719738752653e-13
-76.54,1.0590360230274013e-13
-76.53,1.063136311630264e-13
-76.52,1.0672366002331269e-13
-76.51,1.0713368888359893e-13
-76.5,1.0754441031483476e-13
-76.49,1.0796079887161011e-13
-76.48,1.0837718742838523e-13
-76.47,1.0879357598516063e-13
-76.46,1.0920996454193591e-13
-76.45,1.0963149828814838e-13
-76.44,1.100543461876332e-13
-76.43,1.1047719408711818e-13
-76.42,1.1090004198660303e-13
-76.41,1.1132606654955756e-13
-76.4,1.1175547509230483e-13
-76.39,1.1218488363505202e-13
-76.38,1.1261429217779925e-13
-76.37,1.1304484586486838e-13
-76.36,1.1348091803473176e-13
-76.35,1.1391699020459513e-13
-76.34,1.1435306237445847e-13
-76.33,1.1478913454432193e-13
-76.32,1.1523102408847003e-13
-76.31,1.156738645821062e-13
-76.3,1.1611670507574236e-13
-76.29,1.1655954556937843e-13
-76.28,1.1700614758974423e-13
-76.27,1.174558628466582e-13
-76.26,1.1790557810357209e-13
-76.25,1.1835529336048595e-13
-76.24,1.1880664822022083e-13
-76.23,1.1926334645336448e-13
-76.22,1.1972004468650817e-13
-76.21,1.2017674291965174e-13
-76.2,1.2063344115279546e-13
-76.19,1.2109668231806497e-13
-76.18,1.2156047354500082e-13
-76.17,1.2202426477193693e-13
-76.16,1.2248805599887276e-13
-76.15,1.2295624290339515e-13
-76.14,1.234272389780352e-13
-76.13,1.2389823505267509e-13
-76.12,1.2436923112731505e-13
-76.11,1.2484240630626106e-13
-76.1,1.2532072095119107e-13
-76.09,1.2579903559612104e-13
-76.08,1.2627735024105096e-13
-76.07,1.2675566488598107e-13
-76.06,1.2724130518614748e-13
-76.05,1.2772705402555083e-13
-76.04,1.282128028649543e-13
-76.03,1.286985517043577e-13
-76.02,1.2918938325164958e-13
-76.01,1.2968268384483957e-13
-76,1.3017598443802947e-13
-75.99,1.3066928503121936e-13
-75.98,1.3116535265596732e-13
-75.97,1.3166632453153994e-13
-75.96,1.321672964071128e-13
-75.95,1.3266826828268566e-13
-75.94,1.3316961694086857e-13
-75.93,1.3367838163149037e-13
-75.92,1.3418714632211216e-13
-75.91,1.346959110127342e-13
-75.9,1.3520467570335605e-13
-75.89,1.3571926685497252e-13
-75.88,1.3623594793281208e-13
-75.87,1.3675262901065161e-13
-75.86,1.3726931008849118e-13
-75.85,1.3778939817445204e-13
-75.84,1.3831412128727038e-13
-75.83,1.3883884440008862e-13
-75.82,1.3936356751290713e-13
-75.81,1.398891999239222e-13
-75.8,1.4042209283183456e-13
-75.79,1.40954985739747e-13
-75.78,1.414878786476596e-13
-75.77,1.42020771555572e-13
-75.76,1.425602955128036e-13
-75.75,1.4310148812572439e-13
-75.74,1.436426807386454e-13
-75.73,1.441838733515663e-13
-75.72,1.4472916887976376e-13
-75.71,1.4527879329554912e-13
-75.7,1.4582841771133428e-13
-75.69,1.4637804212711956e-13
-75.68,1.469291591906272e-13
-75.67,1.4748734973392771e-13
-75.66,1.480455402772281e-13
-75.65,1.4860373082052865e-13
-75.64,1.4916192136382926e-13
-75.63,1.4972761278024143e-13
-75.62,1.50294506042081e-13
-75.61,1.5086139930392057e-13
-75.6,1.5142829256576003e-13
-75.59,1.520000447378142e-13
-75.58,1.5257577961590645e-13
-75.57,1.531515144939988e-13
-75.56,1.537272493720909e-13
-75.55,1.543051149849876e-13
-75.54,1.5488983272480632e-13
-75.53,1.55474550464625e-13
-75.52,1.5605926820444374e-13
-75.51,1.5664398594426222e-13
-75.5,1.5723714432464815e-13
-75.49,1.5783098856126521e-13
-75.48,1.5842483279788223e-13
-75.47,1.5901867703449932e-13
-75.46,1.5961820071662495e-13
-75.45,1.6022131751733226e-13
-75.44,1.6082443431803952e-13
-75.43,1.614275511187469e-13
-75.42,1.6203349566472984e-13
-75.41,1.6264603357245868e-13
-75.4,1.632585714801875e-13
-75.39,1.6387110938791604e-13
-75.38,1.6448364729564472e-13
-75.37,1.6510564059273104e-13
-75.36,1.657277506702859e-13
-75.35,1.6634986074784059e-13
-75.34,1.669719708253956e-13
-75.33,1.6760065019292116e-13
-75.32,1.6823248606804406e-13
-75.31,1.68864321943167e-13
-75.3,1.694961578182899e-13
-75.29,1.7013158186074528e-13
-75.28,1.7077329977202596e-13
-75.27,1.7141501768330662e-13
-75.26,1.7205673559458745e-13
-75.25,1.7269896308318944e-13
-75.24,1.733507219268387e-13
-75.23,1.7400248077048827e-13
-75.22,1.746542396141376e-13
-75.21,1.7530599845778688e-13
-75.2,1.7596529085243755e-13
-75.19,1.766272522299408e-13
-75.18,1.772892136074441e-13
-75.17,1.7795117498494766e-13
-75.16,1.78617553175583e-13
-75.15,1.792898814422506e-13
-75.14,1.7996220970891814e-13
-75.13,1.806345379755857e-13
-75.12,1.813080639634882e-13
-75.11,1.8199092627792174e-13
-75.1,1.8267378859235522e-13
-75.09,1.833566509067886e-13
-75.08,1.84039513221222e-13
-75.07,1.847309532341857e-13
-75.06,1.8542451960867607e-13
-75.05,1.8611808598316629e-13
-75.04,1.8681165235765643e-13
-75.03,1.8751053757409346e-13
-75.02,1.8821498092597187e-13
-75.01,1.8891942427785018e-13
-75,1.8962386762972842e-13
-74.99,1.9033026346793087e-13
-74.98,1.9104575967188916e-13
-74.97,1.9176125587584724e-13
-74.96,1.9247675207980575e-13
-74.95,1.931922482837641e-13
-74.94,1.939174520783985e-13
-74.93,1.946441800197993e-13
-74.92,1.9537090796120008e-13
-74.91,1.9609763590260104e-13
-74.9,1.968306636289852e-13
-74.89,1.9756880525818147e-13
-74.88,1.9830694688737774e-13
-74.87,1.9904508851657396e-13
-74.86,1.9978600920830828e-13
-74.85,2.0053574959599095e-13
-74.84,2.0128548998367382e-13
-74.83,2.0203523037135629e-13
-74.82,2.0278497075903933e-13
-74.81,2.0354564064796008e-13
-74.8,2.0430716804155625e-13
-74.79,2.0506869543515248e-13
-74.78,2.058302228287486e-13
-74.77,2.0659911579434114e-13
-74.76,2.0737262167548224e-13
-74.75,2.0814612755662379e-13
-74.74,2.0891963343776458e-13
-74.73,2.096968223393105e-13
-74.72,2.1048250148239168e-13
-74.71,2.1126818062547278e-13
-74.7,2.1205385976855372e-13
-74.69,2.1283953891163475e-13
-74.68,2.136374682038827e-13
-74.67,2.1443551873573563e-13
-74.66,2.1523356926758848e-13
-74.65,2.1603161979944142e-13
-74.64,2.1683819289111923e-13
-74.63,2.1764881635182073e-13
-74.62,2.184594398125222e-13
-74.61,2.1927006327322414e-13
-74.6,2.2008535707251287e-13
-74.59,2.2090875847735152e-13
-74.58,2.217321598821903e-13
-74.57,2.2255556128702917e-13
-74.56,2.2337965292422978e-13
-74.55,2.2421604082685306e-13
-74.54,2.2505242872947634e-13
-74.53,2.258888166320998e-13
-74.52,2.2672520453472313e-13
-74.51,2.275713700003402e-13
-74.5,2.2842095655710665e-13
-74.49,2.292705431138728e-13
-74.48,2.301201296706389e-13
-74.47,2.309754636608494e-13
-74.46,2.3183846469640916e-13
-74.45,2.32701465731969e-13
-74.44,2.335644667675287e-13
-74.43,2.3442905071497167e-13
-74.42,2.3530568578910173e-13
-74.41,2.3618232086323153e-13
-74.4,2.370589559373616e-13
-74.39,2.3793559101149163e-13
-74.38,2.3882336397215183e-13
-74.37,2.397138564478674e-13
-74.36,2.40604348923583e-13
-74.35,2.41494841399299e-13
-74.34,2.423922550657681e-13
-74.33,2.4329683217874023e-13
-74.32,2.4420140929171276e-13
-74.31,2.4510598640468444e-13
-74.3,2.4601312676457634e-13
-74.29,2.469320196938772e-13
-74.28,2.4785091262317824e-13
-74.27,2.4876980555247894e-13
-74.26,2.496886984817802e-13
-74.25,2.506202027722397e-13
-74.24,2.515536467124466e-13
-74.23,2.524870906526538e-13
-74.22,2.5342053459286086e-13
-74.21,2.5436217753281667e-13
-74.2,2.553104117674992e-13
-74.19,2.5625864600218197e-13
-74.18,2.572068802368648e-13
-74.17,2.5815875263710235e-13
-74.16,2.5912202061372104e-13
-74.15,2.6008528859033967e-13
-74.14,2.6104855656695826e-13
-74.13,2.620118245435771e-13
-74.12,2.629892989012544e-13
-74.11,2.639678483074998e-13
-74.1,2.6494639771374507e-13
-74.09,2.659249471199908e-13
-74.08,2.6691308531588734e-13
-74.07,2.679071681574882e-13
-74.06,2.6890125099908914e-13
-74.05,2.698953338406896e-13
-74.04,2.708942317935262e-13
-74.03,2.7190410447355646e-13
-74.02,2.729139771535866e-13
-74.01,2.739238498336165e-13
-74,2.749337225136466e-13
-73.99,2.7595952713804176e-13
-73.98,2.7698545053775597e-13
-73.97,2.7801137393747033e-13
-73.96,2.790372973371846e-13
-73.95,2.8007431980577595e-13
-73.94,2.811165593670051e-13
-73.93,2.8215879892823433e-13
-73.92,2.8320103848946375e-13
-73.91,2.842493801313055e-13
-73.9,2.853082059404434e-13
-73.89,2.863670317495814e-13
-73.88,2.874258575587195e-13
-73.87,2.8848561999999634e-13
-73.86,2.8956130687361015e-13
-73.85,2.90636993747224e-13
-73.84,2.917126806208378e-13
-73.83,2.9278836749445173e-13
-73.82,2.938767933351843e-13
-73.81,2.949696209072801e-13
-73.8,2.9606244847937547e-13
-73.79,2.9715527605147077e-13
-73.78,2.982556112877464e-13
-73.77,2.9936586409872525e-13
-73.76,3.0047611690970356e-13
-73.75,3.0158636972068217e-13
-73.74,3.026987217326666e-13
-73.73,3.038266893200041e-13
-73.72,3.049546569073416e-13
-73.71,3.0608262449467897e-13
-73.7,3.0721059208201695e-13
-73.69,3.08353077949872e-13
-73.68,3.094990549405587e-13
-73.67,3.1064503193124574e-13
